52.466,14.256,-14.927,19.793
53.561,14.286,-14.959,19.855
54.668,14.308,-14.982,19.907
55.785,14.321,-14.995,19.947
56.912,14.325,-15.000,19.976
58.051,14.325,-15.000,19.994
59.200,14.325,-15.000,20.000
60.359,14.325,-15.000,20.000
61.529,14.325,-15.000,20.000
62.710,14.325,-15.000,20.000
63.900,14.325,-15.000,20.000
65.101,14.325,-15.000,20.000
66.312,14.325,-15.000,20.000
67.533,14.325,-15.000,20.000
68.765,14.325,-15.000,20.000
70.006,14.325,-15.000,20.000
71.257,14.325,-15.000,20.000
72.517,14.325,-15.000,20.000
73.788,14.325,-15.000,20.000
75.068,14.325,-15.000,20.000
76.357,14.325,-15.000,20.000
77.656,14.325,-15.000,20.000
78.965,14.325,-15.000,20.000
80.282,14.325,-15.000,20.000
81.609,14.325,-15.000,20.000
82.945,14.325,-15.000,20.000
84.291,14.325,-15.000,20.000
85.645,14.325,-15.000,20.000
87.008,14.325,-15.000,20.000
88.380,14.325,-15.000,20.000
89.761,14.325,-15.000,20.000
91.150,14.325,-15.000,20.000
92.548,14.325,-15.000,20.000
93.955,14.325,-15.000,20.000
95.370,14.325,-15.000,20.000
96.793,14.325,-15.000,20.000
98.225,14.325,-15.000,20.000
99.665,14.325,-15.000,20.000
101.113,14.325,-15.000,20.000
102.570,14.325,-15.000,20.000
104.034,14.325,-15.000,20.000
105.506,14.325,-15.000,20.000
106.986,14.325,-15.000,20.000
108.474,14.325,-15.000,20.000
109.969,14.325,-15.000,20.000
111.473,14.325,-15.000,20.000
112.983,14.325,-15.000,20.000
114.502,14.325,-15.000,20.000
116.027,14.325,-15.000,20.000
117.560,14.325,-15.000,20.000
119.100,14.325,-15.000,20.000
120.647,14.325,-15.000,20.000
122.202,14.325,-15.000,20.000
123.763,14.325,-15.000,20.000
125.331,14.325,-15.000,20.000
126.907,14.325,-15.000,20.000
128.489,14.325,-15.000,20.000
130.077,14.325,-15.000,20.000
131.673,14.325,-15.000,20.000
133.274,14.325,-15.000,20.000
134.883,14.325,-15.000,20.000
136.497,14.325,-15.000,20.000
138.118,14.325,-15.000,20.000
139.746,14.325,-15.000,20.000
141.379,14.325,-15.000,20.000
143.019,14.325,-15.000,20.000
144.664,14.325,-15.000,20.000
146.316,14.325,-15.000,20.000
147.973,14.325,-15.000,20.000
149.636,14.325,-15.000,20.000
151.305,14.325,-15.000,20.000
152.979,14.325,-15.000,20.000
154.659,14.325,-15.000,20.000
156.345,14.325,-15.000,20.000
158.036,14.325,-15.000,20.000
159.732,14.325,-15.000,20.000
161.433,14.325,-15.000,20.000
163.140,14.325,-15.000,20.000
164.852,14.325,-15.000,20.000
166.569,14.325,-15.000,20.000
168.290,14.325,-15.000,20.000
170.017,14.325,-15.000,20.000
171.748,14.325,-15.000,20.000
173.484,14.325,-15.000,20.000
175.225,14.325,-15.000,20.000
176.970,14.325,-15.000,20.000
178.720,14.325,-15.000,20.000
180.474,14.325,-15.000,20.000
182.232,14.325,-15.000,20.000
183.995,14.325,-15.000,20.000
185.762,14.325,-15.000,20.000
187.533,14.325,-15.000,20.000
189.308,14.325,-15.000,20.000
191.087,14.325,-15.000,20.000
192.869,14.325,-15.000,20.000
194.656,14.325,-15.000,20.000
196.446,14.325,-15.000,20.000
198.240,14.325,-15.000,20.000
200.038,14.325,-15.000,20.000
201.839,14.325,-15.000,20.000
203.643,14.325,-15.000,20.000
205.451,14.325,-15.000,20.000
207.262,14.325,-15.000,20.000
209.076,14.325,-15.000,20.000
210.893,14.325,-15.000,20.000
212.713,14.325,-15.000,20.000
214.536,14.325,-15.000,20.000
216.362,14.325,-15.000,20.000
218.191,14.325,-15.000,20.000
220.023,14.325,-15.000,20.000
221.857,14.325,-15.000,20.000
223.694,14.325,-15.000,20.000
225.533,14.325,-15.000,20.000
227.375,14.325,-15.000,20.000
229.219,14.325,-15.000,20.000
231.065,14.325,-15.000,20.000
232.913,14.325,-15.000,20.000
234.764,14.325,-15.000,20.000
236.617,14.325,-15.000,20.000
238.471,14.325,-15.000,20.000
240.327,14.325,-15.000,20.000
242.186,14.325,-15.000,20.000
244.045,14.325,-15.000,20.000
245.907,14.325,-15.000,20.000
247.770,14.325,-15.000,20.000
249.635,14.325,-15.000,20.000
251.501,14.325,-15.000,20.000
253.368,14.325,-15.000,20.000
255.237,14.325,-15.000,20.000
257.106,14.325,-15.000,20.000
258.977,14.325,-15.000,20.000
260.849,14.325,-15.000,20.000
262.722,14.325,-15.000,20.000
264.596,14.325,-15.000,20.000
266.470,14.325,-15.000,20.000
268.345,14.325,-15.000,20.000
270.221,14.325,-15.000,20.000
272.098,14.325,-15.000,20.000
273.975,14.325,-15.000,20.000
275.852,14.325,-15.000,20.000
277.730,14.325,-15.000,20.000
279.608,14.325,-15.000,20.000
281.486,14.325,-15.000,20.000
283.364,14.325,-15.000,20.000
285.243,14.325,-15.000,20.000
287.121,14.325,-15.000,20.000
288.999,14.325,-15.000,20.000
290.877,14.325,-15.000,20.000
292.755,14.325,-15.000,20.000
294.632,14.325,-15.000,20.000
296.509,14.325,-15.000,20.000
298.385,14.325,-15.000,20.000
300.261,14.325,-15.000,20.000
302.136,14.325,-15.000,20.000
304.010,14.325,-15.000,20.000
305.884,14.325,-15.000,20.000
307.757,14.325,-15.000,20.000
309.628,14.325,-15.000,20.000
311.499,14.325,-15.000,20.000
313.369,14.325,-15.000,20.000
315.237,14.325,-15.000,20.000
317.104,14.325,-15.000,20.000
318.970,14.325,-15.000,20.000
320.834,14.325,-15.000,20.000
322.697,14.325,-15.000,20.000
324.558,14.325,-15.000,20.000
326.418,14.325,-15.000,20.000
328.276,14.325,-15.000,20.000
330.132,14.325,-15.000,20.000
331.986,14.325,-15.000,20.000
333.838,14.325,-15.000,20.000
335.688,14.325,-15.000,20.000
337.536,14.325,-15.000,20.000
339.382,14.325,-15.000,20.000
341.226,14.325,-15.000,20.000
343.067,14.325,-15.000,20.000
344.906,14.325,-15.000,20.000
346.742,14.325,-15.000,20.000
348.576,14.325,-15.000,20.000
350.407,14.325,-15.000,20.000
352.235,14.325,-15.000,20.000
354.061,14.325,-15.000,20.000
355.883,14.325,-15.000,20.000
357.703,14.325,-15.000,20.000
359.520,14.325,-15.000,20.000
361.333,14.325,-15.000,20.000
363.144,14.325,-15.000,20.000
364.951,14.325,-15.000,20.000
366.754,14.325,-15.000,20.000
368.555,14.325,-15.000,20.000
370.352,14.325,-15.000,20.000
372.145,14.325,-15.000,20.000
373.934,14.325,-15.000,20.000
375.720,14.325,-15.000,20.000
377.502,14.325,-15.000,20.000
379.281,14.325,-15.000,20.000
381.055,14.325,-15.000,20.000
382.825,14.325,-15.000,20.000
384.591,14.325,-15.000,20.000
386.353,14.325,-15.000,20.000
388.111,14.325,-15.000,20.000
389.864,14.325,-15.000,20.000
391.613,14.325,-15.000,20.000
393.357,14.325,-15.000,20.000
395.097,14.325,-15.000,20.000
396.832,14.325,-15.000,20.000
398.563,14.325,-15.000,20.000
400.288,14.325,-15.000,20.000
402.009,14.325,-15.000,20.000
403.725,14.325,-15.000,20.000
405.436,14.325,-15.000,20.000
407.142,14.325,-15.000,20.000
408.842,14.325,-15.000,20.000
410.537,14.325,-15.000,20.000
412.227,14.325,-15.000,20.000
413.912,14.325,-15.000,20.000
415.591,14.325,-15.000,20.000
417.264,14.325,-15.000,20.000
418.932,14.325,-15.000,20.000
420.594,14.325,-15.000,20.000
422.250,14.325,-15.000,20.000
423.901,14.325,-15.000,20.000
425.545,14.325,-15.000,20.000
427.184,14.325,-14.997,20.000
428.816,14.325,-14.989,20.000
430.442,14.325,-14.976,20.000
432.062,14.325,-14.957,20.000
433.676,14.325,-14.933,20.000
435.283,14.325,-14.904,20.000
436.883,14.325,-14.870,20.000
438.477,14.325,-14.831,20.000
440.065,14.325,-14.787,20.000
441.646,14.325,-14.738,20.000
443.220,14.325,-14.684,20.000
444.787,14.325,-14.626,20.000
446.347,14.325,-14.563,20.000
447.900,14.325,-14.495,20.000
449.446,14.325,-14.422,20.000
450.985,14.325,-14.345,20.000
452.516,14.325,-14.264,20.000
454.040,14.325,-14.178,20.000
455.557,14.325,-14.087,20.000
457.067,14.325,-13.993,20.000
458.568,14.325,-13.894,20.000
460.062,14.325,-13.791,20.000
461.549,14.325,-13.684,20.000
463.028,14.325,-13.573,20.000
464.498,14.325,-13.457,20.000
465.961,14.325,-13.338,20.000
467.416,14.325,-13.215,20.000
468.863,14.325,-13.088,20.000
470.301,14.325,-12.958,20.000
471.731,14.325,-12.823,20.000
473.153,14.325,-12.685,20.000
474.567,14.325,-12.544,20.000
475.972,14.325,-12.399,20.000
477.368,14.325,-12.250,20.000
478.756,14.325,-12.098,20.000
480.135,14.325,-11.943,20.000
481.506,14.325,-11.784,20.000
482.867,14.325,-11.623,20.000
484.220,14.325,-11.458,20.000
485.563,14.325,-11.290,20.000
486.898,14.325,-11.119,20.000
488.223,14.325,-10.944,20.000
489.539,14.325,-10.767,20.000
490.846,14.325,-10.588,20.000
492.143,14.323,-10.405,20.000
493.431,14.316,-10.219,20.000
494.710,14.305,-10.031,20.000
495.979,14.290,-9.841,20.000
497.238,14.270,-9.647,20.000
498.489,14.246,-9.451,20.000
499.730,14.218,-9.253,20.000
500.961,14.186,-9.052,20.000
502.183,14.150,-8.849,20.000
503.396,14.110,-8.644,20.000
504.599,14.067,-8.437,20.000
505.793,14.019,-8.227,20.000
506.977,13.968,-8.015,20.000
508.153,13.913,-7.802,20.000
509.318,13.854,-7.586,20.000
510.474,13.792,-7.368,20.000
511.621,13.727,-7.149,20.000
512.759,13.658,-6.928,20.000
513.887,13.585,-6.705,20.000
515.005,13.510,-6.480,20.000
516.114,13.431,-6.254,20.000
517.214,13.349,-6.026,20.000
518.305,13.264,-5.796,20.000
519.385,13.176,-5.566,20.000
520.457,13.085,-5.334,20.000
521.519,12.991,-5.100,20.000
522.572,12.895,-4.865,20.000
523.615,12.795,-4.630,20.000
524.649,12.693,-4.393,20.000
525.673,12.589,-4.154,20.000
526.688,12.481,-3.915,20.000
527.694,12.372,-3.675,20.000
528.690,12.259,-3.434,20.000
529.677,12.145,-3.192,20.000
530.654,12.028,-2.950,20.000
531.622,11.909,-2.707,20.000
532.581,11.788,-2.463,20.000
533.530,11.665,-2.218,20.000
534.470,11.540,-1.973,20.000
535.400,11.412,-1.727,20.000
536.321,11.283,-1.481,20.000
537.232,11.152,-1.235,20.000
538.134,11.019,-0.988,20.000
539.027,10.885,-0.741,20.000
539.910,10.749,-0.494,20.000
540.784,10.611,-0.247,20.000
541.648,10.472,0.000,20.000
542.503,10.332,0.247,20.000
543.348,10.190,0.494,20.000
544.185,10.046,0.741,20.000
545.011,9.902,0.988,20.000
545.828,9.756,1.235,20.000
546.636,9.609,1.481,20.000
547.434,9.461,1.727,20.000
548.223,9.313,1.973,20.000
549.003,9.163,2.218,20.000
549.773,9.012,2.463,20.000
550.534,8.861,2.707,20.000
551.285,8.709,2.950,20.000
552.026,8.556,3.192,20.000
552.759,8.403,3.434,20.000
553.482,8.249,3.675,20.000
554.195,8.095,3.915,20.000
554.899,7.940,4.154,20.000
555.594,7.785,4.393,20.000
556.279,7.629,4.630,20.000
556.955,7.474,4.865,20.000
557.621,7.318,5.100,20.000
558.278,7.163,5.334,20.000
558.925,7.007,5.566,20.000
559.563,6.851,5.796,20.000
560.192,6.696,6.026,20.000
560.811,6.540,6.254,20.000
561.421,6.385,6.480,20.000
562.021,6.231,6.705,20.000
562.612,6.076,6.928,20.000
563.193,5.923,7.149,20.000
563.765,5.769,7.368,20.000
564.328,5.616,7.586,20.000
564.881,5.464,7.802,20.000
565.424,5.313,8.015,20.000
565.958,5.162,8.227,20.000
566.483,5.013,8.437,20.000
566.998,4.864,8.644,20.000
567.504,4.716,8.849,20.000
568.001,4.569,9.052,20.000
568.488,4.423,9.253,20.000
568.965,4.279,9.451,20.000
569.433,4.136,9.647,20.000
569.892,3.994,9.841,19.976
570.341,3.853,10.031,19.907
570.781,3.714,10.219,19.793
571.211,3.576,10.405,19.636
571.632,3.440,10.588,19.440
572.043,3.306,10.767,19.205
572.445,3.173,10.944,18.934
572.838,3.042,11.119,18.628
573.221,2.913,11.290,18.289
573.595,2.786,11.458,17.920
573.959,2.660,11.623,17.522
574.313,2.537,11.784,17.097
574.659,2.416,11.943,16.647
574.995,2.297,12.098,16.174
575.321,2.180,12.250,15.680
575.638,2.066,12.399,15.167
575.945,1.954,12.544,14.636
576.243,1.844,12.685,14.090
576.532,1.737,12.823,13.531
576.811,1.632,12.958,12.960
577.081,1.530,13.088,12.380
577.341,1.431,13.215,11.791
577.591,1.334,13.338,11.197
577.833,1.240,13.457,10.600
578.065,1.149,13.573,10.000
578.287,1.061,13.684,9.400
578.500,0.976,13.791,8.803
578.703,0.894,13.894,8.209
578.897,0.815,13.993,7.620
579.082,0.740,14.087,7.040
579.257,0.668,14.178,6.469
579.423,0.599,14.264,5.910
579.579,0.533,14.345,5.364
579.725,0.471,14.422,4.833
579.863,0.412,14.495,4.320
579.990,0.357,14.563,3.826
580.109,0.306,14.626,3.353
580.218,0.259,14.684,2.903
580.317,0.215,14.738,2.478
580.407,0.175,14.787,2.080
580.487,0.139,14.831,1.711
580.558,0.107,14.870,1.372
580.620,0.079,14.904,1.066
580.672,0.055,14.933,0.795
580.715,0.035,14.957,0.560
580.748,0.020,14.976,0.364
580.771,0.009,14.989,0.207
580.786,0.002,14.997,0.093
580.790,0.000,15.000,0.024
580.790,0.000,15.000,0.000
