name,type,start_time,duration
"Test Analyzer","enable",0.5110816,0.0000001
"Test Analyzer","disable",0.5134221,0.0000001
"Test Analyzer","error",0.5142661,0.0005159
"Test Analyzer","enable",0.5167227,0.0000001
"Test Analyzer","disable",0.5189642,0.0000001
"Test Analyzer","error",0.5219118,0.00198
"Test Analyzer","enable",0.5257744,0.0000001
"Test Analyzer","disable",0.5267519,0.0000001
"Test Analyzer","error",0.5280874,0.0011886
"Test Analyzer","enable",0.5315716,0.0000001
"Test Analyzer","disable",0.5331113,0.0000001
"Test Analyzer","error",0.5341772,0.0004931
"Test Analyzer","error",0.5373699,0.0012208
"Test Analyzer","enable",0.5397686,0.0000001
"Test Analyzer","disable",0.5417089,0.0000001
"Test Analyzer","error",0.5443797,0.0027429
"Test Analyzer","enable",0.5486631,0.0000001
"Test Analyzer","disable",0.5509882,0.0000001
"Test Analyzer","enable",0.5519316,0.0000001
"Test Analyzer","disable",0.5551524,0.0000001
"Test Analyzer","error",0.5563688,0.0007245
"Test Analyzer","error",0.5581583,0.0021448
"Test Analyzer","enable",0.5628041,0.0000001
"Test Analyzer","disable",0.564738,0.0000001
"Test Analyzer","error",0.5657004,0.0006161
"Test Analyzer","error",0.5673821,0.0025658
"Test Analyzer","error",0.5718584,0.0014361
"Test Analyzer","error",0.5762972,0.001483
"Test Analyzer","error",0.5804331,0.0015797
"Test Analyzer","error",0.5843982,0.0019219
"Test Analyzer","enable",0.5885513,0.0000001
"Test Analyzer","disable",0.5890986,0.0000001
"Test Analyzer","error",0.5903113,0.0026422
"Test Analyzer","error",0.59579,0.0004575
"Test Analyzer","error",0.5991828,0.0012324
"Test Analyzer","error",0.6014183,0.0004864
"Test Analyzer","error",0.6042291,0.0027037
"Test Analyzer","error",0.608661,0.0010416
"Test Analyzer","error",0.6119409,0.0013358
"Test Analyzer","enable",0.6155923,0.0000001
"Test Analyzer","disable",0.6182668,0.0000001
"Test Analyzer","error",0.6198786,0.0032332
"Test Analyzer","enable",0.6252036,0.0000001
"Test Analyzer","disable",0.6260731,0.0000001
"Test Analyzer","enable",0.6282154,0.0000001
"Test Analyzer","disable",0.6293657,0.0000001
"Test Analyzer","error",0.6310375,0.0031826
"Test Analyzer","enable",0.6342561,0.0000001
"Test Analyzer","disable",0.6370819,0.0000001
"Test Analyzer","error",0.6388692,0.001968
"Test Analyzer","error",0.643025,0.0008259
"Test Analyzer","enable",0.6453099,0.0000001
"Test Analyzer","disable",0.645909,0.0000001
"Test Analyzer","error",0.6485074,0.0007837
"Test Analyzer","error",0.6518007,0.0000202
"Test Analyzer","enable",0.654401,0.0000001
"Test Analyzer","disable",0.6552353,0.0000001
"Test Analyzer","error",0.6558295,0.0012611
"Test Analyzer","enable",0.6588299,0.0000001
"Test Analyzer","disable",0.6615475,0.0000001
"Test Analyzer","error",0.6645057,0.002301
"Test Analyzer","enable",0.6700469,0.0000001
"Test Analyzer","disable",0.6717796,0.0000001
"Test Analyzer","error",0.6738219,0.0017952
"Test Analyzer","error",0.6757903,0.0021057
"Test Analyzer","enable",0.6791132,0.0000001
"Test Analyzer","disable",0.6803471,0.0000001
"Test Analyzer","error",0.6816049,0.0006218
"Test Analyzer","enable",0.6848558,0.0000001
"Test Analyzer","disable",0.6873373,0.0000001
"Test Analyzer","enable",0.6900045,0.0000001
"Test Analyzer","disable",0.6924474,0.0000001
"Test Analyzer","enable",0.6954717,0.0000001
"Test Analyzer","disable",0.6970535,0.0000001
"Test Analyzer","error",0.6999455,0.0014727
"Test Analyzer","enable",0.7045966,0.0000001
"Test Analyzer","disable",0.7054259,0.0000001
"Test Analyzer","error",0.7060748,0.00005
"Test Analyzer","error",0.7063772,0.000145
"Test Analyzer","enable",0.7081444,0.0000001
"Test Analyzer","disable",0.7107288,0.0000001
"Test Analyzer","error",0.7125892,0.0006153
"Test Analyzer","error",0.7132975,0.002327
"Test Analyzer","enable",0.7186302,0.0000001
"Test Analyzer","disable",0.7203339,0.0000001
"Test Analyzer","error",0.7225526,0.0023908
"Test Analyzer","error",0.7269784,0.0012432
"Test Analyzer","enable",0.7293229,0.0000001
"Test Analyzer","disable",0.7293445,0.0000001
"Test Analyzer","error",0.7322581,0.0010754
"Test Analyzer","enable",0.7342258,0.0000001
"Test Analyzer","disable",0.7358411,0.0000001
"Test Analyzer","error",0.7368331,0.0027251
"Test Analyzer","error",0.7422269,0.0015714
"Test Analyzer","enable",0.74536,0.0000001
"Test Analyzer","disable",0.7481597,0.0000001
"Test Analyzer","enable",0.7483655,0.0000001
"Test Analyzer","disable",0.749746,0.0000001
"Test Analyzer","error",0.7527315,0.0005876
"Test Analyzer","enable",0.7560889,0.0000001
"Test Analyzer","disable",0.757332,0.0000001
"Test Analyzer","error",0.7577432,0.0009566
"Test Analyzer","error",0.7588111,0.0008738
"Test Analyzer","error",0.7606714,0.0003297
"Test Analyzer","error",0.7634858,0.0016461
"Test Analyzer","error",0.767138,0.0004077
"Test Analyzer","error",0.7681315,0.0013371
"Test Analyzer","error",0.7701231,0.0023422
"Test Analyzer","enable",0.7724924,0.0000001
"Test Analyzer","disable",0.7728814,0.0000001
"Test Analyzer","enable",0.7754569,0.0000001
"Test Analyzer","disable",0.7770247,0.0000001
"Test Analyzer","enable",0.7787375,0.0000001
"Test Analyzer","disable",0.7812532,0.0000001
"Test Analyzer","enable",0.7830798,0.0000001
"Test Analyzer","disable",0.784277,0.0000001
"Test Analyzer","enable",0.7861725,0.0000001
"Test Analyzer","disable",0.7871071,0.0000001
"Test Analyzer","error",0.787133,0.0000717
"Test Analyzer","error",0.7895621,0.002612
"Test Analyzer","enable",0.7936942,0.0000001
"Test Analyzer","disable",0.7968672,0.0000001
"Test Analyzer","enable",0.7985613,0.0000001
"Test Analyzer","disable",0.8001903,0.0000001
"Test Analyzer","error",0.8024973,0.0019206
"Test Analyzer","enable",0.8071311,0.0000001
"Test Analyzer","disable",0.8084238,0.0000001
"Test Analyzer","error",0.8107551,0.0010709
"Test Analyzer","enable",0.8140737,0.0000001
"Test Analyzer","disable",0.8141102,0.0000001
"Test Analyzer","error",0.8149719,0.0008589
"Test Analyzer","error",0.8168101,0.0002994
"Test Analyzer","enable",0.8175945,0.0000001
"Test Analyzer","disable",0.82081,0.0000001
"Test Analyzer","error",0.8236089,0.0016146
"Test Analyzer","error",0.8261976,0.0014825
"Test Analyzer","error",0.8291993,0.0031262
"Test Analyzer","enable",0.8325196,0.0000001
"Test Analyzer","disable",0.8331483,0.0000001
"Test Analyzer","enable",0.8336192,0.0000001
"Test Analyzer","disable",0.835388,0.0000001
"Test Analyzer","enable",0.8374474,0.0000001
"Test Analyzer","disable",0.8378672,0.0000001
"Test Analyzer","enable",0.8411041,0.0000001
"Test Analyzer","disable",0.8421417,0.0000001
"Test Analyzer","enable",0.84398,0.0000001
"Test Analyzer","disable",0.8461072,0.0000001
"Test Analyzer","error",0.8472536,0.0022587
"Test Analyzer","error",0.8506754,0.0007562
"Test Analyzer","enable",0.8524486,0.0000001
"Test Analyzer","disable",0.8544185,0.0000001
"Test Analyzer","error",0.8567758,0.0026098
"Test Analyzer","enable",0.8597002,0.0000001
"Test Analyzer","disable",0.8627334,0.0000001
"Test Analyzer","enable",0.8629427,0.0000001
"Test Analyzer","disable",0.8636861,0.0000001
"Test Analyzer","enable",0.8639374,0.0000001
"Test Analyzer","disable",0.8652088,0.0000001
"Test Analyzer","enable",0.8667582,0.0000001
"Test Analyzer","disable",0.8687004,0.0000001
"Test Analyzer","enable",0.8691381,0.0000001
"Test Analyzer","disable",0.8719729,0.0000001
"Test Analyzer","enable",0.8751049,0.0000001
"Test Analyzer","disable",0.8767689,0.0000001
"Test Analyzer","enable",0.8798782,0.0000001
"Test Analyzer","disable",0.8829864,0.0000001
"Test Analyzer","enable",0.8849914,0.0000001
"Test Analyzer","disable",0.8868863,0.0000001
"Test Analyzer","enable",0.8892041,0.0000001
"Test Analyzer","disable",0.8892653,0.0000001
"Test Analyzer","enable",0.8904961,0.0000001
"Test Analyzer","disable",0.8908864,0.0000001
"Test Analyzer","error",0.8928778,0.0019006
"Test Analyzer","enable",0.895879,0.0000001
"Test Analyzer","disable",0.8982903,0.0000001
"Test Analyzer","enable",0.8983612,0.0000001
"Test Analyzer","disable",0.9010483,0.0000001
"Test Analyzer","enable",0.9028867,0.0000001
"Test Analyzer","disable",0.9029529,0.0000001
"Test Analyzer","error",0.9057252,0.0006821
"Test Analyzer","enable",0.9070134,0.0000001
"Test Analyzer","disable",0.9075778,0.0000001
"Test Analyzer","enable",0.9076498,0.0000001
"Test Analyzer","disable",0.9083664,0.0000001
"Test Analyzer","enable",0.9103045,0.0000001
"Test Analyzer","disable",0.9111326,0.0000001
"Test Analyzer","error",0.9125768,0.0023354
"Test Analyzer","enable",0.9164478,0.0000001
"Test Analyzer","disable",0.9175107,0.0000001
"Test Analyzer","error",0.917628,0.0013865
"Test Analyzer","enable",0.9198471,0.0000001
"Test Analyzer","disable",0.9202227,0.0000001
"Test Analyzer","error",0.9207501,0.0010839
"Test Analyzer","error",0.92495,0.0023755
"Test Analyzer","enable",0.9292461,0.0000001
"Test Analyzer","disable",0.9306832,0.0000001
"Test Analyzer","enable",0.9321377,0.0000001
"Test Analyzer","disable",0.9331345,0.0000001
"Test Analyzer","enable",0.9344958,0.0000001
"Test Analyzer","disable",0.934947,0.0000001
"Test Analyzer","error",0.9360453,0.0020384
"Test Analyzer","enable",0.9389021,0.0000001
"Test Analyzer","disable",0.9407749,0.0000001
"Test Analyzer","enable",0.9433633,0.0000001
"Test Analyzer","disable",0.9464768,0.0000001
"Test Analyzer","enable",0.9477945,0.0000001
"Test Analyzer","disable",0.94799,0.0000001
"Test Analyzer","enable",0.9486773,0.0000001
"Test Analyzer","disable",0.9511943,0.0000001
"Test Analyzer","error",0.9537103,0.0005872
"Test Analyzer","enable",0.9560088,0.0000001
"Test Analyzer","disable",0.9567876,0.0000001
"Test Analyzer","enable",0.9595799,0.0000001
"Test Analyzer","disable",0.959617,0.0000001
"Test Analyzer","error",0.961048,0.0028379
"Test Analyzer","enable",0.9668672,0.0000001
"Test Analyzer","disable",0.9693894,0.0000001
"Test Analyzer","error",0.9698412,0.0000036
"Test Analyzer","enable",0.9728589,0.0000001
"Test Analyzer","disable",0.9755825,0.0000001
"Test Analyzer","enable",0.9760899,0.0000001
"Test Analyzer","disable",0.9769698,0.0000001
"Test Analyzer","error",0.9780208,0.0028848
"Test Analyzer","error",0.9828021,0.001188
"Test Analyzer","error",0.9856489,0.003144
"Test Analyzer","enable",0.9890357,0.0000001
"Test Analyzer","disable",0.9896769,0.0000001
"Test Analyzer","enable",0.9910024,0.0000001
"Test Analyzer","disable",0.9936387,0.0000001
"Test Analyzer","enable",0.9945991,0.0000001
"Test Analyzer","disable",0.9955947,0.0000001
"Test Analyzer","error",0.9978267,0.0003884
"Test Analyzer","enable",1.0010469,0.0000001
"Test Analyzer","disable",1.0030551,0.0000001
"Test Analyzer","enable",1.0046676,0.0000001
"Test Analyzer","disable",1.0079388,0.0000001
"Test Analyzer","error",1.0103203,0.0029163
"Test Analyzer","error",1.0150528,0.0012093
"Test Analyzer","error",1.018708,0.0029428
"Test Analyzer","enable",1.0247703,0.0000001
"Test Analyzer","disable",1.0269183,0.0000001
"Test Analyzer","enable",1.0281141,0.0000001
"Test Analyzer","disable",1.0296984,0.0000001
"Test Analyzer","error",1.0302595,0.0009304
"Test Analyzer","error",1.0344492,0.0005504
"Test Analyzer","error",1.0355462,0.0020987
"Test Analyzer","error",1.0395155,0.0028741
"Test Analyzer","error",1.0432213,0.0025802
"Test Analyzer","error",1.0481283,0.0004944
"Test Analyzer","enable",1.0496184,0.0000001
"Test Analyzer","disable",1.0514696,0.0000001
"Test Analyzer","error",1.0546562,0.0012839
"Test Analyzer","error",1.0564867,0.0011779
"Test Analyzer","error",1.0583397,0.0009562
"Test Analyzer","enable",1.0617859,0.0000001
"Test Analyzer","disable",1.0649021,0.0000001
"Test Analyzer","error",1.065123,0.0022209
"Test Analyzer","enable",1.0695913,0.0000001
"Test Analyzer","disable",1.0709127,0.0000001
"Test Analyzer","error",1.073263,0.0014763
"Test Analyzer","enable",1.0753547,0.0000001
"Test Analyzer","disable",1.0766247,0.0000001
"Test Analyzer","enable",1.0789356,0.0000001
"Test Analyzer","disable",1.0799769,0.0000001
"Test Analyzer","enable",1.0816658,0.0000001
"Test Analyzer","disable",1.0829617,0.0000001
"Test Analyzer","enable",1.086132,0.0000001
"Test Analyzer","disable",1.0865826,0.0000001
"Test Analyzer","error",1.0887576,0.0018868
"Test Analyzer","enable",1.0910828,0.0000001
"Test Analyzer","disable",1.0935643,0.0000001
"Test Analyzer","enable",1.0955287,0.0000001
"Test Analyzer","disable",1.0984344,0.0000001
"Test Analyzer","error",1.1008509,0.0024196
"Test Analyzer","error",1.103388,0.0020345
"Test Analyzer","error",1.1068641,0.0013879
"Test Analyzer","error",1.1111018,0.0025481
"Test Analyzer","error",1.1165772,0.0002561
"Test Analyzer","enable",1.1178201,0.0000001
"Test Analyzer","disable",1.1210494,0.0000001
"Test Analyzer","error",1.1241299,0.0022364
"Test Analyzer","error",1.1275046,0.000378
"Test Analyzer","enable",1.1301567,0.0000001
"Test Analyzer","disable",1.1324691,0.0000001
"Test Analyzer","error",1.1327277,0.0031559
"Test Analyzer","error",1.1387206,0.0030334
"Test Analyzer","error",1.1435876,0.0004697
"Test Analyzer","error",1.1452253,0.001237
"Test Analyzer","error",1.1478359,0.0004079
"Test Analyzer","enable",1.1483069,0.0000001
"Test Analyzer","disable",1.1511579,0.0000001
"Test Analyzer","error",1.1529954,0.0021198
"Test Analyzer","error",1.1571939,0.0007579
"Test Analyzer","enable",1.1599487,0.0000001
"Test Analyzer","disable",1.1607808,0.0000001
"Test Analyzer","enable",1.161954,0.0000001
"Test Analyzer","disable",1.1631954,0.0000001
"Test Analyzer","error",1.1632532,0.0024317
"Test Analyzer","error",1.1688109,0.0027092
"Test Analyzer","enable",1.1734613,0.0000001
"Test Analyzer","disable",1.1736146,0.0000001
"Test Analyzer","error",1.17465,0.0024806
"Test Analyzer","error",1.1775899,0.000914
"Test Analyzer","enable",1.1793857,0.0000001
"Test Analyzer","disable",1.1802639,0.0000001
"Test Analyzer","error",1.1826567,0.0015541
"Test Analyzer","error",1.1853151,0.0018054
"Test Analyzer","enable",1.1877684,0.0000001
"Test Analyzer","disable",1.1907655,0.0000001
"Test Analyzer","enable",1.1921943,0.0000001
"Test Analyzer","disable",1.1924644,0.0000001
"Test Analyzer","enable",1.1927232,0.0000001
"Test Analyzer","disable",1.1955196,0.0000001
"Test Analyzer","error",1.1957017,0.0016635
"Test Analyzer","enable",1.1986999,0.0000001
"Test Analyzer","disable",1.1988549,0.0000001
"Test Analyzer","enable",1.2014272,0.0000001
"Test Analyzer","disable",1.2014715,0.0000001
"Test Analyzer","error",1.2023169,0.0026045
"Test Analyzer","error",1.2070325,0.0023281
"Test Analyzer","error",1.2099648,0.0008048
"Test Analyzer","enable",1.2128253,0.0000001
"Test Analyzer","disable",1.213861,0.0000001
"Test Analyzer","error",1.2156364,0.0017292
"Test Analyzer","enable",1.2195629,0.0000001
"Test Analyzer","disable",1.2227911,0.0000001
"Test Analyzer","error",1.2253734,0.0011174
"Test Analyzer","error",1.2290434,0.0032389
"Test Analyzer","enable",1.2340928,0.0000001
"Test Analyzer","disable",1.2363666,0.0000001
"Test Analyzer","enable",1.2381238,0.0000001
"Test Analyzer","disable",1.2385326,0.0000001
"Test Analyzer","enable",1.2388801,0.0000001
"Test Analyzer","disable",1.2421409,0.0000001
"Test Analyzer","error",1.2437128,0.0029315
"Test Analyzer","error",1.2485359,0.003099
"Test Analyzer","error",1.2525209,0.0015761
"Test Analyzer","error",1.2565326,0.0000983
"Test Analyzer","error",1.2573954,0.0019493
"Test Analyzer","error",1.2598319,0.0028814
"Test Analyzer","enable",1.2629751,0.0000001
"Test Analyzer","disable",1.2631517,0.0000001
"Test Analyzer","error",1.2651444,0.0030686
"Test Analyzer","enable",1.2688351,0.0000001
"Test Analyzer","disable",1.271268,0.0000001
"Test Analyzer","error",1.2738991,0.0030314
"Test Analyzer","enable",1.2798898,0.0000001
"Test Analyzer","disable",1.2825274,0.0000001
"Test Analyzer","error",1.2840472,0.000084
"Test Analyzer","enable",1.2851814,0.0000001
"Test Analyzer","disable",1.2863181,0.0000001
